Title,Description,Creator,Donor,Date,Date is Approximate?,Keywords,Coverage,Latitude,Longitude,Relation,Publisher,Source,Identifier,Rights,Rights (Standardized),Format Original,Type,Format Digital,Language,Filename,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Painting,"Painting of the depot in Potlatch. Many people can be seen standing around the building holding bags and a train, with ""WI&M"" painted on its side, can be seen approaching the depot.",,,1950,yes,paintings; stations,United States--Idaho--Latah County--Potlatch,46.925009,-116.895387,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_73,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1426,1426,978.jp2,/phs/image/978.jp2
WI&M Locomotive,Five men standing on and next to a WI&M locomotive. Railroad cars carrying stacks of logs can be seen on other railroad tracks behind the locomotive.,,,1915,yes,locomotives; men; railroads,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_74,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1427,1427,979.jp2,/phs/image/979.jp2
The Whitney Family,"Pearl (Whithey), Wood (Back Row), Manly Whitney (in white shirt) and Elmer West. Photograph taken about 1905.",,,1905,yes,,United States--Idaho--Latah County--Deep Creek,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",Gale_DeepCreek1-19a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1428,1428,98.jp2,/phs/image/98.jp2
The Potlatcher,"A man handing another man, who is standing inside the railroad car, a bag. The men are loading ""The Potlatcher"", a streamlined passenger, mail, and express car.",,,1915,yes,railroad cars; men,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_76,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1429,1429,980.jp2,/phs/image/980.jp2
Comparison Document,"Document comparing the differences in the Washington, Idaho, and Northern railway Co. in 1914 and 1915. The document includes the number of passengers carried, the number of freight carried, car miles, and revenue. All show decreases between the two years.",,,1916-01-01,,documents,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_77,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1430,1430,981.jp2,/phs/image/981.jp2
Railroad Companies,"Document talking about three railroad companies. It shows a may of the Beaver, Meade and Englewood Railroad company and the Duluth and Northeastern railroad company section is highlighted.",,,1929-08-01,,documents; companies; railroads,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_78,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1431,1431,982.jp2,/phs/image/982.jp2
Railroad Companies,"Document talking about three railroad companies. It shows a may of the Oregon, California and Eastern Railway Company and time tables for many of the other railroad companies.",,,1929,yes,documents; companies; railroads,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_79,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1432,1432,983.jp2,/phs/image/983.jp2
WI&M Document,"A letter on Washington, Idaho, and Montana Railway Co. stationary.",,,1926,yes,documents; letters,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_30,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1433,1433,984.jp2,/phs/image/984.jp2
WI&M Wreck,View of a WI&M train wreck on the line that was located west of Kennedy Ford headed for Palouse.,,,1926,yes,railroads; wrecks,United States--Washington--Whitman County--Palouse,46.935225,-116.946555,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_31a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1434,1434,985.jp2,/phs/image/985.jp2
WI&M Locomotive,Three men standing next to a No. 21 locomotive.,,,1920,yes,locomotives; railroads; men,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_31b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1435,1435,986.jp2,/phs/image/986.jp2
WI&M Railroad,"View of the WI&M railroad near Potlatch. A train can be seen on the railroad. This was probably a Weyerhaeuser Special, on their annual visit to the Potlatch operations.",,,1925,yes,railroads; locomotives,United States--Idaho--Latah County--Potlatch,,,Gale File,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_32,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1436,1436,987.jp2,/phs/image/987.jp2
WI&M Locomotive,"A WI&M No. 21 locomotive leaving Potlatch, Idaho heading eastbound for the Wilwaukee Road interchange at Bovill, Idaho. The view looks across the log pond, which is located jear the Potlatch mill.",,,1947-07-01,,locomotives; railroads; ponds,United States--Idaho--Latah County--Potlatch,46.925009,-116.895387,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_33,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1437,1437,988.jp2,/phs/image/988.jp2
WI&M Wreck,View of a WI&M passenger train wreck near the river between Palouse and Potlatch. Men can be seen standing next to and sitting on top of the train.,,,1907,yes,wrecks; passenger trains,United States--Idaho--Latah County--Potlatch,46.901591,-116.989835,Potlatch Corp.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_35,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1438,1438,989.jp2,/phs/image/989.jp2
Minnie Kelty,A Portrait of Minnie Kelty from Deep Creek.  She raised John (Owens) Kelty.  The Photograph was taken in the early 1900s.,,,1905,yes,,United States--Idaho--Latah County--Deep Creek,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",Gale_DeepCreek1-20,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1439,1439,99.jp2,/phs/image/99.jp2
WI&M Wreck,Document describing the events of the most disastorous wreck in the history of the WI&M railroad.,,,1907-09-27,,documents; wrecks,United States--Idaho--Latah County,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_34,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1440,1440,990.jp2,/phs/image/990.jp2
WI&M Railroad Car,View of a WI&M railroad car. The car can be seen connected to another railroad car.,,,1925,yes,railroad cars,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_36a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1441,1441,991.jp2,/phs/image/991.jp2
Machine Plans,"Plan of the Potlatch snow shovel. The document shows three air cylinders, which controls the nose and two wing members.",,,1915,yes,plans; documents; machines,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_37a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1442,1442,992.jp2,/phs/image/992.jp2
Snow Plow,The WI&M heavy duty snow plow.,,,1915,yes,snowplows; machines,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_36b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1443,1443,993.jp2,/phs/image/993.jp2
Newspaper Article,Newspaper article about the logging railroad snow plow being used by the Potlatch Lumber Company. The article discusses the design of the snow plow and how it operates.,,,1915,yes,newspapers; snowplows,United States--Idaho--Latah County--Potlatch,46.925009,-116.895387,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_37b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1444,1444,994.jp2,/phs/image/994.jp2
WI&M Tracks,"View of a locomotive on the WI&M tracks just upriver, heading east out of Palouse.",,,1915,yes,railroads; locomotives,United States--Washington--Whitman County--Palouse,46.935225,-116.946555,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_38,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1445,1445,995.jp2,/phs/image/995.jp2
Group Photo,Group photo of the shop crew standing outside the entryway of a building. All the men are wearing overalls and hats.,,,1920,yes,men; buildings,United States--Idaho--Latah County--Potlatch,,,Gale File,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_40a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1446,1446,996.jp2,/phs/image/996.jp2
Weyerhaeuser Private Train,"The Weyerhaeuser private train in the WI&M yards at Potlatch, Idaho. The train is going either to or from the pacific Logging Congress at Spokane, Washington. The Weyerhaeuser group visits the Potlatch operation yearly in late September. A few men can be seen standing and sitting on the railroad tracks next to the train.",,,1913-09-23,,trains; railroads,United States--Idaho--Latah County--Potlatch,46.925009,-116.895387,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_39,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1447,1447,997.jp2,/phs/image/997.jp2
Group Photo,List of the men who were part of the WI&M shop crew.,,,1920,yes,men; crew lists,United States--Idaho--Latah County,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_40b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1448,1448,998.jp2,/phs/image/998.jp2
WI&M Passenger Train,Early view of the WI&M passenger train surrounded by snow. The train can be seen on the railroad tracks.,,,1910,yes,railroad tracks; passenger trains,United States--Idaho--Latah County,,,Gale File,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: WI&W Railroad, Potlatch Historical Society",Gale_WI&M Railroad_41a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1449,1449,999.jp2,/phs/image/999.jp2
Haying and threshing crews,Five threshing and haying crews stand for a picture in a field. Each team of horses contained four horses,,,1900-01-01,yes,horses; haying; threshing; fields; workers,United States -- Idaho -- Latah County -- Potlatch,46.957665,-116.969173,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_ComstockV_001,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1450,1450,1451.jp2,/phs/image/1451.jp2
Threshing crews at L.E. Gilmores,"The Starner and Churchill threshing crews threshing at L.E. Gilmores, near Palouse, Washington","Decker, W.","Comstock, Verna",1900-01-01,yes,horses; farming; equipment; threshing; workers,United States -- Idaho -- Latah County -- Freeze,46.954087,-116.96258,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_ComstockV_003,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1451,1451,1452.jp2,/phs/image/1452.jp2
Threshing grain in the field,"Threshing crews finishing up harvest, bagging grains and piling straw after its been threshed. Vern Clark is pictured.","Decker, W.","Comstock, Verna",1900-01-01,yes,fields; farming; equipment; workers,United States -- Idaho -- Latah County -- Freeze,46.952182,-116.964519,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_ComstockV_004,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1452,1452,1453.jp2,/phs/image/1453.jp2
Harvest activities in the field,A team drives along the grain with a binder behind them that trimmed the hay to be bound by other members of the crew after.,,"Comstock, Verna",1900-01-01,yes,grain; hay; horses; equipment,United States -- Idaho -- Latah County -- Potlatch,46.93896,-116.894629,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_ComstockV_009,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1453,1453,1454.jp2,/phs/image/1454.jp2
Tilling fields at L.E. Gilmores,Crews getting ready to till the fields for the winter. Vern Clark is pictured in the middle of the photograph.,"Decker, W.","Comstock, Verna",1900-01-01,yes,horses; farming; fields,United States -- Idaho -- Latah County -- Freeze,46.956057,-116.956487,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_ComstockV_005,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1454,1454,1455.jp2,/phs/image/1455.jp2
Threshing at L.E. Gilmores,"The Starner and Churchill threshing crews threshing at L.E. Gilmores, near Palouse, Washington",,"Comstock, Verna",1900-01-01,yes,horses; farming; equipment; threshing; workers,United States -- Idaho -- Latah County -- Freeze,46.95525,-116.968958,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_ComstockV_002,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1455,1455,1456.jp2,/phs/image/1456.jp2
Vern and Archie Clark pose with photographs,Vern Clark and Archie Clark stand for a photograph with their horses. Vern is on the left and Archie is on the right.,"Decker, W.","Comstock, Verna",1900-01-01,yes,horses; men,United States -- Idaho -- Latah County -- Potlatch,46.938784,-116.908922,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_ComstockV_013,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1456,1456,1457.jp2,/phs/image/1457.jp2
Bysegger wood lot,"Bysegger wood lot with family member, horses, and stacks of wood",,"Davis, Ann",1900-01-01,yes,horses; wood,United States -- Idaho -- Latah County -- Potlatch,46.975938,-116.905797,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_DavisA_005,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1457,1457,1458.jp2,/phs/image/1458.jp2
"Charlie , Clara and Eddie Bysegger plowing with horse","Charlie , Clara and Eddie Bysegger plowing with horse",,"Davis, Ann",1900-01-01,yes,horses; farming,United States -- Idaho -- Latah County -- Potlatch,46.962482,-116.920583,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_DavisA_004,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1458,1458,1459.jp2,/phs/image/1459.jp2
Byseggers with hay harvest,The Byseggers and crew with bales and piles of hay.,,"Davis, Ann",1900-01-01,yes,horses; hay; harvest; farming,United States -- Idaho -- Latah County -- Potlatch,46.972714,-116.921484,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_DavisA_006,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1459,1459,1460.jp2,/phs/image/1460.jp2
Bysegger homestead clear cut,Bysegger homestead with barns and outbuildings surrounded by downed trees,,"Davis, Ann",1900-01-01,yes,homesteads; barns; buildings,United States -- Idaho -- Latah County -- Potlatch,46.974501,-116.92197,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_DavisA_007,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1460,1460,1461.jp2,/phs/image/1461.jp2
Unkown individuals from turn of the century,Four photographic portraits of men and women from the turn of the century.,"Dooley, J.I.; Cawthon","Davis, Ann",1900-01-01,yes,portraits,United States -- Washington -- Whitman County -- Palouse,46.910182,-117.072746,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_DavisA_008,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1461,1461,1462.jp2,/phs/image/1462.jp2
