title,creator,date,description,coverage,subject,latitude,longitude,type,format,donor,collection,cdm-number,cdm-alias,portal-id
Andrew Bloom Family and Car,,1930,"A photograph and caption of Andrew Bloom with his 1926 Packard and four children (Eleanor and Andrew Jr. on the running board and Alice and Frances inside the car). Bloom came to Elk River in the early 1900's to supervise the new Potlatch mill. At the time of the article, Frances was the only living family member.",,Sawmill Employee Car,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,597,phs,phs-597
Elk River Community Center,,1980-10-10,"A photograph of the new Elk River $200,000 community center.",,Community Centers,46.782416,-116.180768,Image;StillImage,image/jpeg,,Potlatch Historical Society,598,phs,phs-598
Elk River Community Center Front,,1980-10-10,A photograph of the front view of Elk River's community center.,,Community Centers,46.782416,-116.180768,Image;StillImage,image/jpeg,,Potlatch Historical Society,599,phs,phs-599
Elk River Community Center Article,,1980-10-23,"A newspaper article from the Clearwater Tribune in Orofino, Idaho about the $200,000 Community Center dedicated to Elk River. The article mentions appearances by Governor John Evans, the Andrew Bloom pioneering family, Mayor Everett Lovell, the governor sponsor and Clearwater County Commissioner candidate Bill Crutcher, Miss Elk River Rita Coomer, Mayor Tracy Planagan, and others. The luncheon was followed by a question and answer period with the students from a participating school. Several awards and certificates were presented at the time.",,Community Centers,46.478477,-116.254774,Image;StillImage,image/jpeg,,Potlatch Historical Society,600,phs,phs-600
Elk River Dedication Luncheon Attendees,,1980-10-10,"A photograph of Elk River Princess Cindy Jarvis, Governor John Evans, Alice Bloom Swendig, Frances Bloom Wood, and Dr. Andrew Bloom at the dedication luncheon of Elk River's community center.",,Community Centers,46.782416,-116.180768,Image;StillImage,image/jpeg,,Potlatch Historical Society,601,phs,phs-601
Andrew Bloom and Child,,1920,"A photograph of Andrew Bloom, unit manager at Elk River, with a child.",,Sawmill Employee Infant,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,602,phs,phs-602
Lima 3-Truck in Elk River,,1920,"A photograph of a Lima 3-truck Shay used at the Elk River operations that was scrapped in 1929. Photo courtesy of John Miller and from ""The Trees GrewTall.""",,Forestry Train,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,603,phs,phs-603
Plant Fire Brigade of Potlatch Lumber Company,,1922,A photograph of the plant fire brigade for Potlatch Lumber Company of Elk River in 1922 with Dewey LaVoy at the extreme right.,,Fire Department,46.7777,-116.1964,Image;StillImage,image/jpeg,,Potlatch Historical Society,604,phs,phs-604
Landing Near Camp 14,,1920,"A photograph of work horses, equipment, lumber, and employees at the landing near camp 14.",,Forestry Employees,46.75555,-116.25666,Image;StillImage,image/jpeg,,Potlatch Historical Society,605,phs,phs-605
Mary Hendley Recollection of Elk River,,1970-04-10,A newspaper article from the Clearwater Tribune about Mrs. Mary Hendly for her 85th birthday. She recalls the booming town of Elk River in the early days when she and her husband ran a hotel there.,,Elderly Persons Biography,46.478477,-116.254774,Image;StillImage,image/jpeg,,Potlatch Historical Society,606,phs,phs-606
Strong's Golden Anniversary,,1989-09-05,"A newspaper clipping from the Idahoan/The Daily News announcing Dwight and Cleora (Nirk) Strong's 50th wedding anniversary on September 29, 1989 along with a date and location for a celebration.",United States--Idaho--Latah County--Deep Creek,Anniversary; newspaper clipping; Celebration,46.731324,-116.996276,Image;StillImage,image/jpeg,,Potlatch Historical Society,607,phs,phs-607
Loading Logs Near Camp 14,,1920,A photograph of Elk River employees loading logs near camp 14 with a large piece of equipment.,,Forestry Labor,46.75555,-116.25666,Image;StillImage,image/jpeg,,Potlatch Historical Society,608,phs,phs-608
Planer and Shipping Dock,,1920,A photograph of the planer and shipping dock at the Elk River Mill.,,Shipping Centers,46.788212,-116.174439,Image;StillImage,image/jpeg,,Potlatch Historical Society,609,phs,phs-609
Lima Shay Locomotive,,1913,"A photograph of the 101 locomotive used at Elk River that was a 65 ton, 3-truck, Lima Shay scrapped in 1939. Photograph from ""Railrad Man"" by Walker Gamble.",,Lumber Locomotive,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,610,phs,phs-610
Elk River Sawmill Interior,,1920,A photograph of the interior of the Elk River sawmill with a trimmer at the left of the photo.,,Sawmill Factories,46.783719,-116.173882,Image;StillImage,image/jpeg,,Potlatch Historical Society,611,phs,phs-611
Elk River Timber,,1915,A photograph of a stand of Elk River timber approximately 4 miles southwest of the town.,,Idaho Timber,46.742148,-116.102945,Image;StillImage,image/jpeg,,Potlatch Historical Society,612,phs,phs-612
Elk River Timber_2,,1915,"A photograph located in Section 9, 39 N, R2E of Elk River Timber.",,Idaho Timber,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,613,phs,phs-613
Elk River Camp 2,,1915,"A photograph of the men of Elk River Camp 2 from ""The Trees Grew Tall,"" courtesy of John Miller.",,Forestry Camp,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,614,phs,phs-614
Elk River Camp 4,,1915,A photograph of Daisy Wunderlich (right) at camp 4 north of Elk River.,,Forestry Camp,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,615,phs,phs-615
Elk River Camp 4 Kitchen Crew,,1915,A photograph of the kitchen crew of camp 4 north of Elk River. Daisy Wunderlich in center rear.,,Forestry Camp,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,616,phs,phs-616
Elk River Upper Basin Operations,,1915,A photograph of operations on the upper basin of Elk River.,,Idaho Forestry,46.798355,-116.194794,Image;StillImage,image/jpeg,,Potlatch Historical Society,617,phs,phs-617
1st Wagon Road to Zimmerman Place,,1989-10-01,"The 1st wagon road up to Rudolph Zimmerman Place on  Deep Creek, Idaho.",United States--Idaho--Latah County--Deep Creek,road; forest,46.98241,-116.900966,Image;StillImage,image/jpeg,,Potlatch Historical Society,618,phs,phs-618
Diary of W.L. Maxwell,,1951-07-31,"A letter from W.L. Maxwell (Wilmington, Delaware) to Axel A. Anderson (Elk River, Idaho) containing exerpts from Maxwell's diary in 1910 when the two men were together working for the mill in Elk River. Mostly containing names of the individuals they worked with, and a little about the things they did.",,Historic Diaries,,,Text,application/pdf,,Potlatch Historical Society,619,phs,phs-619
Tom E. Hanley Railroad Conductor,,1915,"A photograph of a logging railroad conductor, Tom E. Hanley, watching loading operations.",,Forestry Railroad,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,620,phs,phs-620
Elk Butte Lookout Tower,,1915,A photograph of Elk Butte Lookout tower NE of Elk River at an elevation of 5790.,,Idaho Watchtower,46.793958,-116.179299,Image;StillImage,image/jpeg,,Potlatch Historical Society,621,phs,phs-621
Horses at Elk River,,1922,"A table with the type, name, weight, and age of the horses at Elk River.",,Horse Records,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,622,phs,phs-622
Elk River Timber_3,,1915,A photograph located in Secion 8-39-2 of Elk River Timber.,,Idaho Timber,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,623,phs,phs-623
Horses at Elk River cont.,,1922,"A table with the type, name, weight, and age of the horses at Elk River along with the total horses. There is also a photo of the railroad coal bunkers of the upper basin in Elk River attatched to the document.",,Horse Records,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,624,phs,phs-624
Water Power in Elk River Letter,,1909-04-07,"A letter from a land agent to Mr. Wm. Deary, a general manager for the Potlatch Lumber Company, about the prospects of building a dam on either Bull Run or Elk Creek. The letter goes into detail about potential energy output and location of the dam.",,Hydroelectric power,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,625,phs,phs-625
Potlatch Historical Society Beginning,,1999-05-09,A letter in response to Mr. Lee Gale from a man who compliments him and his endeavors to preserve the history of the Potlatch Lumber Company. The second page goes into more detail about the demise of the Mill when mergers begain and names were changed.,,Historic forestry,,,Text,application/pdf,,Potlatch Historical Society,626,phs,phs-626
Water Power in Elk River Letter pg. 2,,1909-04-07,"Page two of a letter from a land agent to Mr. Wm. Deary, a general manager for the Potlatch Lumber Company, about the prospects of building a dam on either Bull Run or Elk Creek. The letter goes into detail about potential energy output and location of the dam.",,Hydroelectric power,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,627,phs,phs-627
Water Power in Elk River Letter pg. 3,,1909-04-07,"Page three of a letter from a land agent to Mr. Wm. Deary, a general manager for the Potlatch Lumber Company, about the prospects of building a dam on either Bull Run or Elk Creek. The letter goes into detail about potential energy output and location of the dam.",,Hydroelectric power,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,628,phs,phs-628
1st Wagon Road to Zimmerman Place,,1989-10-01,"The 1st wagon road up to Rudolph Zimmerman Place on  Deep Creek, Idaho.",United States--Idaho--Latah County--Deep Creek,road; forest,46.98241,-116.900966,Image;StillImage,image/jpeg,,Potlatch Historical Society,629,phs,phs-629
Recapitulation Entire Elk River Plant pg. 2,,1923-01-20,"An appraisal of the of the entire Elk River plant. Page two states the new replacement value, depreciated value, and insurable value of all the construction and equipment costs for each building in the plant.",,Sawmill Appraisals,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,630,phs,phs-630
Elk River Timber_4,,1915,A photograph located in section 9-39-2 of Elk River Timber.,,Idaho Timber,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,631,phs,phs-631
Recapitulation Entire Elk River Plant pg. 3,,1923-01-20,"An appraisal of the  of the entire Elk River plant. Page three continues page two's list of new replacement value, depreciated value, and insurable value of the buildings then continues to list the values for miscellaneous construction needs.",,Sawmill Appraisals,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,632,phs,phs-632
Recapitulation Entire Elk River Plant pg. 4,,1923-01-20,"An appraisal of the  of the entire Elk River plant. Page four finishes the list of new replacement, depreciated, and insurable values of miscellaneous construction from the third page.",,Sawmill Appraisals,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,633,phs,phs-633
Elk River Plant Recapitulation Basis of Prices,,1923-01-20,Introduction to the appraisal of the Elk River plant that goes into detail the prices and summary values that were used to calculate the value of the Elk River plant.,,Sawmill Appraisals,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,634,phs,phs-634
Elk River Plant Recapitulation Basis of Prices cont.,,1923-01-20,A continuation of the introduction to the appraisal of the Elk River plant. This document finishes the list of prices and summary values used to appraise Elk River and is signed by the Secretary-Treasurer of General Appraisal Company.,,Sawmill Appraisals,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,635,phs,phs-635
Weyerhaeuser Visits Mill,,1970,A newspaper article about Frederick Weyerhaeuser coming to Elk River to do an annual inspection of the plant. The article goes into detail about Weyerhaeuser's belief of the lumber industries prospects and the affect politics has on lumber.,,Forestry Industry,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,636,phs,phs-636
Elk River Timber_5,,1915,A photograph of Elk River timber.,,Idaho Timber,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,637,phs,phs-637
Ma Vine,,1976,"The beginning of a section from ""Everyone has a Story"" by David Johnson entitled ""Ma Vine."" The photo contains an image of Ma Vine, the prologue, and a few paragraphs into the story.",,Historic Biographies,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,638,phs,phs-638
Ma and Pa Vine,,1962,"A newspaper article about Mr. and Mrs. Ernest Vine's 63rd Wedding Anniversary. They were married August 23, 1899 in Greenwood, Wisconsin and moved to Elk River in 1919. Ernest Vine was a blacksmith for Potlatch Forests, Inc. for 22 years until the mill shut down.",,Wedding Anniversary,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,639,phs,phs-639
1st Wagon Road to Zimmerman Place,,1989-10-01,"The 1st wagon road up to Rudolph Zimmerman Place on  Deep Creek, Idaho.",United States--Idaho--Latah County--Deep Creek,road; forest,46.98241,-116.900966,Image;StillImage,image/jpeg,,Potlatch Historical Society,640,phs,phs-640
Spry as a Country Hoedown,,1978-04-21,"An article about Rannie Vine, her past, her stories, and her beliefs about how to live life.",,Historic Biographies,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,641,phs,phs-641
Town Map,,1928,"A map depicting lots and streets of Elk River, Idaho from Front St. to Fourth St. and Fir St. to Spruce St.",,Town Maps,46.782145,-116.180826,Image;StillImage,image/jpeg,,Potlatch Historical Society,642,phs,phs-642
Potlatch Lumber Company Red Office Building,,1988,A photograph of the red office building for Potlatch Lumber Company.,,Idaho Buildings,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,643,phs,phs-643
El Nino Note,,1988,A note from John Anderson to Mr. Lee Gale comparing the weather in Montana to La Nina and El Nino.,,Weather Note,47.30321,-115.099224,Image;StillImage,image/jpeg,,Potlatch Historical Society,644,phs,phs-644
Elk River Days Parade Grand Marshalls,,1994-09-01,"An article about William ""Ray"" and Virginia Hill's history together for the past 55 years and their time in Elk River that lead them to become the Grand Marshalls of the Elk River Days parade.",,Parade; Anniversary,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,645,phs,phs-645
The Sage of Hatter Creek cont.,,1994,"A continuation of an article entitled, ""The Sage of Hatter Creek"" about compromising values and integrity to  fit in. It starts with a small summary of the end of Jesus's life and ends with saying we must ""weep bitterly"" and do what we are supposed to.",,Axiology; Ethics,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,646,phs,phs-646
Remains of the Potlatch Lumber Company,,1989,A description by John Anderson of the demise of Potlatch Lumber Company and the small town of Elk River attributing to the rich history.,,Historic Towns,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,647,phs,phs-647
Elk River Days Parade Grand Marshalls cont.,,1994-09-01,"A continuation of an article about William ""Ray"" and Virginia Hill's history together for the past 55 years and their time in Elk River that lead them to become the Grand Marshalls of the Elk River Days parade.",,Parade; Anniversary,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,648,phs,phs-648
Potlatch Lumber Company Statement of Time,,1919-10-31,A check  made to Homer Delton for $32.25 after working for seven hours at $6/hr and deducting his board fee of $9.75. He was a part of Camp No. 9 at the Potlatch Lumber Company.,,Check Stub; Time Card,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,649,phs,phs-649
Potlatch Lumber Company Check,,1916-07-31,"A check made to N. Magnuson for $42.85 for full services during the month of July,1916.",,Certified Checks,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,650,phs,phs-650
9 Deer on Zimmerman Place,,1989-10-01,Nine deer on Ruke Zimmerman Place,United States--Idaho--Latah County--Deep Creek,road; deer; forest,46.98216,-116.902001,Image;StillImage,image/jpeg,,Potlatch Historical Society,651,phs,phs-651
Postcard Front,,1994-01-07,"The front of a postcard to Lee Gale in Colfax, Washington from D. Beverly Hughes of Elk River. The front of the postcard also includes telephone numbers.",,Postcard,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,652,phs,phs-652
Early Day Information,,1997-03-30,A letter to Lee Gale regarding early day information Roger and Jimmy Kreisher have in Kendrick. Provided is a phone number and address with no attatched name.,,Circular Letters,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,653,phs,phs-653
Postcard Back,,1994-01-07,"The back of a postcard to Lee Gale in Colfax, Washington from D. Beverly Hughes of Elk River. The postcard informs Mr. Gale that Hughes has a lot of information for him about the Trumbull homesteaders but she had lost his address and the information won't be accessible until spring.",,Postcard,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,654,phs,phs-654
Closing of Morris Drug,,1992-07-02,"A newspaper article explaining a brief history of Morris Drug, why it closed, and what the Morris's have planned for their knitting business.",,Drugstore Closing,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,655,phs,phs-655
"Mill Pond, Elk River, Idaho",,1992-05-21,"A photograph of Mill Pond, Elk River, Idaho published in the Clearwater Tribune on May 21, 1992 in Orfino, Idaho. The photo was originally sent to Ira Cram in 1919 and was given to the Tribune by Gene Cram. It was sent to Lee Gale from D. Beverly Hughes with a short letterletting him know the pond was still there but not much else.",,Circular Letters; Ponds,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,656,phs,phs-656
Elk River Mill Pay Roll,,1916-12-01,The payroll for Potlatch Lumber Company at Elk River Mill in December of 1916.,,Payroll Records,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,657,phs,phs-657
Elk River Timber_7,,1915,A photograph of Elk River timber.,,Idaho Timber,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,658,phs,phs-658
"Elk River, Idaho Water Works System",,1928-04-01,"A bluepring of Elk River, Idaho's water work system. It displays all the tanks and fire wood stove pipe (1 1/2"" by 2"" iron pipe) along with fire hydrants and gate valves.","Elk River, Idaho",Water Works Blueprint,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,659,phs,phs-659
Elk River Timber_6,,1915,A photograph of Elk River timber.,,Idaho Timber,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,660,phs,phs-660
Elk River Timber_8,,1915,A photograph of Elk River timber.,,Idaho Timber,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,661,phs,phs-661
9 Deer on Zimmerman Place,,1989-10-01,Nine deer on Ruke Zimmerman Place,United States--Idaho--Latah County--Deep Creek,road; deer; forest,46.98236,-116.902001,Image;StillImage,image/jpeg,,Potlatch Historical Society,662,phs,phs-662
Elk River Timber_9,,1915,A photograph of Elk River timber.,,Idaho Timber,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,663,phs,phs-663
Elk River Timber_10,,1915,A photograph of Elk River timber located in SE-NE Sec. 8-T39-R2E.,,Idaho Timber,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,664,phs,phs-664
Elk River Operation,,1911,A photograph of an operation at Elk River.,,Idaho Timber,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,665,phs,phs-665
Elk River Operation Upper Basin,,1915,A photograph of an operation at the upper basin of Elk River.,,Forestry Labor,46.798355,-116.194794,Image;StillImage,image/jpeg,,Potlatch Historical Society,666,phs,phs-666
Elk River Mill Pond Fishing,,1912,A photograph of two men fishing in mill pond in Elk River.,,Fishing Areas,46.782521,-116.172013,Image;StillImage,image/jpeg,,Potlatch Historical Society,667,phs,phs-667
Elk River Camp and Log Landing,,1915,A photograph of an Elk River Camp and log landing.,,Forestry Camp,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,668,phs,phs-668
Elk Creek Upper Basin Line,,1915,A photograph of a locomotive going down the Elk Creek Upper Basin line.,"Upper Basin Elk River, Idaho",Forestry Labor,46.798355,-116.194794,Image;StillImage,image/jpeg,,Potlatch Historical Society,669,phs,phs-669
Elk River Upper Basin Camp,,1920,A photograph of a log landing camp and loading area of the Upper Basin in Elk River.,,Forestry Camp,46.798355,-116.194794,Image;StillImage,image/jpeg,,Potlatch Historical Society,670,phs,phs-670
First Fire Warden of Potlatch Timber,,1905,A photograph of the first fire wardern of Potlatch Timber Pro.Ass'n of Elk River,,Fire Prevention,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,671,phs,phs-671
Archie Newcomb and Horse Logging,,1905,A photograph of Archie Newcomb and fellow loggers at Elk River horse logging.,,Horse Logging,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,672,phs,phs-672
Bell Mill on Deep Creek,,1905,Fred L. Bell's sawmill on Deep Creek. His wife was Jennie Powers of Palouse.,United States--Idaho--Latah County--Deep Creek,Sawmill; creek; group of people,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,673,phs,phs-673
Vic Beplate Place,,1988,The Vic Beplate Place during the winter of 1988-1989,United States--Idaho--Latah County--Deep Creek,house; shop; snow; winter,47.0154,-116.9202,Image;StillImage,image/jpeg,,Potlatch Historical Society,674,phs,phs-674
Potlatch Lumber Company in Elk River,,1928,"A photograph of the Potlatch Lumber Company's sawmill in Elk River, Idaho.","Elk River, Idaho",Sawmill Landscapes,46.7777,-116.1964,Image;StillImage,image/jpeg,,Potlatch Historical Society,675,phs,phs-675
Skidding Teams of Camp 14,,1915,A photograph of the horse skidding teams of camp 14 at Oviat Creek.,,Forestry Horses,46.75555,-116.25666,Image;StillImage,image/jpeg,,Potlatch Historical Society,676,phs,phs-676
Elk River Upper Basin Camp 15,,1915,"A photograph of a winter scene at camp 15 of the upper basin in Elk River, Idaho.",,Forestry Camp,46.798355,-116.194794,Image;StillImage,image/jpeg,,Potlatch Historical Society,677,phs,phs-677
Elk River Logging Operation,,1913,"A photograph of a logging operation in Elk River, Idaho.",,Idaho Forestry,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,678,phs,phs-678
Electric Donkey Number 2,,1911,A photograph of Donkey #2 skidding cedar poled to landing with a 3000' range near Elk River.,,Forestry Equipment,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,679,phs,phs-679
Electric Donkey Number 1,,1911,A photograph of Electric Donkey No. 1 in operation.,,Forestry Equipment,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,680,phs,phs-680
Electrical Logging Operation Report,,1911-05-01,"A report from ""The Timberman"" with an exerpt from a paper by E.J. Barry about the Potlatch Lumber Company's plan for the operation of the equipment for the new electrically operated camp near Elk River, Idaho. The paper discusses transmission line protection, location, length, power, and electrical work for the electric logging systems.",,Forestry Equipment,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,681,phs,phs-681
Electric Road Engine Performance Report,,1911-08-01,A performance report for an electric road engine at the Elk River camp of the Potlatch Lumber Company. The report goes in detail about the power and strength of the machine under varying durations and pressures. This test opened up several opportunities for electricity in the logging field. Courtesy of Steven Gatke.,,Forestry Equipment,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,682,phs,phs-682
Electric Logging Donkey,,1920,A photograph of the motor control on an electric donkey  by electrical engineer E.J. Barry for the Potlatch Lumber Company's electric logging camp.,,Forestry Equipment,46.785709,-116.174151,Image;StillImage,image/jpeg,,Potlatch Historical Society,683,phs,phs-683
The First Electric Donkey,,1920,"A photograph of the first electric donkey at the Potlatch Lumber Company's camp in Elk River, Idaho designed by electrical engineer E.J. Barry",,Forestry Equipment,46.785709,-116.174151,Image;StillImage,image/jpeg,,Potlatch Historical Society,684,phs,phs-684
Lone Jack Mountain,,1989-10-01,A photograph looking towards Lone Jack Mountain from the Vic Beplate Place.,United States--Idaho--Latah County--Deep Creek,mountain; road; rainbow,47.0154,-116.9202,Image;StillImage,image/jpeg,,Potlatch Historical Society,685,phs,phs-685
Transformer Car,,1920,"A photograph of a trasformer car used for electric logging designed by electrical engineer E.J. Barry at the Elk River, Idaho Camp for the Potlatch Lumber Company.",,Forestry Equipment,46.786117,-116.173013,Image;StillImage,image/jpeg,,Potlatch Historical Society,686,phs,phs-686
High Lead Yarding,,1920,A photograph for high lead yarding at Potlatch Lumber Company's Elk River Camp. Used for electric logging with E.J. Barry as the electical engineer.,,Forestry Equipment,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,687,phs,phs-687
Transformer Car and Electric Donkey,,1915,"A photograph of a transformer car and electric donkey with a connecting electrick cable at the Potlatch Lumber Company Elk River, Idaho Camp.Used for electric logging with E.J. Barry as the electrical engineer.",,Forestry Equipment,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,688,phs,phs-688
"Men Eating Lunch Near Elk River, Idaho",,1915,A photograph of unidentified men eating fresh trout for lunch near Elk River.,,Forest Lunch,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,689,phs,phs-689
Interior of Sawmill,,1913,A photograph of an interior view of the sawmill in 1913 courtesy of Potlatch Corporation.,United States--Idaho--Latah County--Potlatch,Sawmill Interior,46.922281,-116.907683,Image;StillImage,image/jpeg,,Potlatch Historical Society,690,phs,phs-690
The Steam Power Plants,,1970,"A document containing specifics of the two steam power plants at the sawmill in Potlatch. It contains information about the size of the boilers and smoke stacks, the cost of the boilers and installation, how they were built, the steam whistles and what they were used for, and the best time of year to work in the department.",United States--Idaho--Latah County--Potlatch,Steam Plants; Sawmill,,,Text,application/pdf,,Potlatch Historical Society,691,phs,phs-691
Plant Flood,,1915,A photograph of the sawmill plant site during a spring flood around 1910-1912. It appears the first dry kilns were under construction and all the lumber trucks are empty.,United States--Idaho--Latah County--Potlatch,Sawmill Site,46.924002,-116.909441,Image;StillImage,image/jpeg,,Potlatch Historical Society,692,phs,phs-692
Pond Log Slip,,1915,A photograph of the loading area of the pond log slip with the boiler house and burner in background.,United States--Idaho--Latah County--Potlatch,Sawmill Pond,46.921729,-116.907791,Image;StillImage,image/jpeg,,Potlatch Historical Society,693,phs,phs-693
Sawmill Interior,,1913,A photograph of the sawmill interior courtesy of the Potlatch Corporation.,United States--Idaho--Latah County--Potlatch,Sawmill Interior,46.922281,-116.907683,Image;StillImage,image/jpeg,,Potlatch Historical Society,694,phs,phs-694
Filing Room,,1915,A photograph of employees in the saw filing room. Courtesy of Potlatch Corporation.,United States--Idaho--Latah County--Potlatch,Sawmill Interior,46.922281,-116.907683,Image;StillImage,image/jpeg,,Potlatch Historical Society,695,phs,phs-695
Albert Clausen,,1989-11-01,Albert Clausen on Ruke Zimmerman's Place.,United States--Idaho--Latah County--Deep Creek,portrait; tree,46.98241,-116.900966,Image;StillImage,image/jpeg,,Potlatch Historical Society,696,phs,phs-696
Roll Cases and Transfer Chains,,1915,A photograph of the roll cases and transfer chains within the sawmill. Photo courtesy of Paul Welo,United States--Idaho--Latah County--Potlatch,Sawmill Interior,46.922281,-116.907683,Image;StillImage,image/jpeg,,Potlatch Historical Society,697,phs,phs-697
Rig No. 1,,1920,A photograph of the number 1 rig and some workers. Courtesy of Paul Welo,United States--Idaho--Latah County--Potlatch,Sawmill Equipment,46.922281,-116.907683,Image;StillImage,image/jpeg,,Potlatch Historical Society,698,phs,phs-698
The Burner,,1920,A summary of the use and demise of the Potlatch burner with a photograph.,United States--Idaho--Latah County--Potlatch,Sawmill Burner,46.922411,-116.907295,Image;StillImage,image/jpeg,,Potlatch Historical Society,699,phs,phs-699
Lumber Yard,,1930,A north view of part of the lumber yard with the Peterson farm in the background. The white dot in the trees to the right is were todays USFS Ranger Station is located.,United States--Idaho--Latah County--Potlatch,Lumber Yard,46.928036,-116.911513,Image;StillImage,image/jpeg,,Potlatch Historical Society,700,phs,phs-700
Planing Machines,,1915,A photograph of the input side of belt driven planing machines from a single overhead line shaft. They were powered by one 750hp Corliss steam engine.,United States--Idaho--Latah County--Potlatch,Sawmill Planer,46.923686,-116.907903,Image;StillImage,image/jpeg,,Potlatch Historical Society,701,phs,phs-701
Filing Room,,1920,A photograph of a worker in the saw filing room. Courtesy of Paul Welo,United States--Idaho--Latah County--Potlatch,Sawmill Interior,46.922281,-116.907683,Image;StillImage,image/jpeg,,Potlatch Historical Society,702,phs,phs-702
Ben Swafford,,1920,A photograph of Ben Swafford a long time Elk River and Potlatch sawmill foreman.,United States--Idaho--Latah County--Potlatch,Sawmill Foreman,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,703,phs,phs-703
Allison W. Laird,,1915,A photograph of the 1913-1930 unit manager at the Potlatch Lumber Company Allison W. Laird.,United States--Idaho--Latah County--Potlatch,Sawmill Manager,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,704,phs,phs-704
Loading Timbers,,1915,A photograph of workers loading timbers for shipment. Photo courtesy of the Potlatch Corporation.,United States--Idaho--Latah County--Potlatch,Sawmill Timber,46.926923,-116.908616,Image;StillImage,image/jpeg,,Potlatch Historical Society,705,phs,phs-705
Workers,,1915,A photograph of employees at the sawmill.,United States--Idaho--Latah County--Potlatch,Sawmill Employees,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,706,phs,phs-706
Ruke Zimmerman,,1989-11-01,Ruke Zimmerman on his property.,United States--Idaho--Latah County--Deep Creek,portrait; tree,46.982643,-116.900279,Image;StillImage,image/jpeg,,Potlatch Historical Society,707,phs,phs-707
Deary and the Bells,,1907,"A photograph of Wn. Deary (manager), F.S. Bell (secretary), and Bell's son Laird Bell. They were early figures in the formation of the Potlatch Lumber Company.",United States--Idaho--Latah County--Potlatch,Sawmill Figures,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,708,phs,phs-708
Lumber,,1915,A photograph of employees and lumber at the sawmill.,United States--Idaho--Latah County--Potlatch,Sawmill Lumber,46.923686,-116.907903,Image;StillImage,image/jpeg,,Potlatch Historical Society,709,phs,phs-709
